customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,network_quality,complaint_text,Churn
PKTLC-FC1624,Male,1,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.53,2178.64,2,Network quality is consistently good. No call drops in my area.,No
PKTLC-545788,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.82,3222.81,2,Network is stable but getting complaints resolved takes too long.,No
PKTLC-704E90,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.65,616.64,1,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-FB7F53,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.36,3750.36,2,Support resolved my query within a reasonable amount of time.,No
PKTLC-B125BD,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.9,2488.86,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-1D3AE8,Male,1,No,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,60.14,101.86,1,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,Yes
PKTLC-D5E71F,Female,1,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),59.38,838.06,1,Issue was escalated but no follow-up received from the team at all.,Yes
PKTLC-E82563,Male,0,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.09,4079.68,1,Hidden charges on my bill that were never disclosed during signup.,No
PKTLC-B3B3B8,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.8,1274.92,0,Speed is decent but customer support response time needs improvement.,No
PKTLC-078A58,Male,0,No,Yes,63,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),52.0,3018.14,1,Speed is decent but customer support response time needs improvement.,No
PKTLC-E21922,Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,73.07,2343.75,2,Data rollover feature is very useful. Good value overall.,No
PKTLC-522876,Male,0,No,Yes,32,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,61.73,1883.44,1,Response from live chat is automated and completely unhelpful.,No
PKTLC-363AA2,Male,1,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,94.96,1107.82,2,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-E7E24F,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.55,2873.22,1,Network is stable but getting complaints resolved takes too long.,No
PKTLC-21DF5C,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.6,1768.96,0,Same complaint raised three times but the issue has not been resolved.,Yes
PKTLC-E9A4CE,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,755.2,0,Speed is decent but customer support response time needs improvement.,No
PKTLC-44244D,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.68,207.8,0,Double deduction happened on the 5th of this month. No explanation given.,Yes
PKTLC-3C1DC9,Male,0,No,No,61,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,52.6,3343.59,1,Signal completely disappears during rain. This is not acceptable.,No
PKTLC-0326A0,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.48,1103.21,2,Bundle value is good. Happy with the current plan I am on.,No
PKTLC-E67F98,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,45.34,1217.33,1,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-0159D5,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),63.14,3637.31,1,,No
PKTLC-C43F2D,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.4,920.7,2,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-9E894F,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,42.85,446.6,1,Network is decent in my area. No major complaints so far.,Yes
PKTLC-CD8149,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.97,880.44,2,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-4F712B,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.23,579.45,1,"4G speed is extremely slow, barely loading pages. Very frustrated.",Yes
PKTLC-637E28,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.58,109.46,1,No callback received after submitting the complaint through the app.,Yes
PKTLC-D3903D,Female,0,Yes,No,33,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,90.79,3003.26,2,Support resolved my query within a reasonable amount of time.,No
PKTLC-E1A4A9,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.94,266.2,1,The promised discount was never applied to my account.,Yes
PKTLC-8BE9F1,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.46,237.71,1,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-108D24,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,74.55,137.75,2,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,No
PKTLC-5B4A40,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),84.89,4531.55,2,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-94A980,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.34,413.15,1,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-F844EE,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,60.43,3992.93,1,,No
PKTLC-DD7BCC,Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.71,936.07,0,Generally happy but the recent bill increase was unexpected.,No
PKTLC-B79F53,Male,1,No,No,35,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,58.82,1887.96,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-D8366A,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.65,485.76,2,Internet speed is average. Support team could use better training.,Yes
PKTLC-5608D8,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.0,942.95,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-F72A99,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.47,257.38,0,Support team was helpful and resolved my issue quickly.,No
PKTLC-EB2A2C,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.17,105.62,0,Was charged for a premium pack I never subscribed to.,Yes
PKTLC-F14259,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,71.26,811.18,2,Network is decent in my area. No major complaints so far.,No
PKTLC-AD2A4B,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.99,411.75,1,"4G speed is extremely slow, barely loading pages. Very frustrated.",Yes
PKTLC-0B88A4,Male,0,Yes,Yes,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),64.87,120.37,1,Service quality is acceptable but the billing statement is hard to read.,Yes
PKTLC-A7CFDA,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.38,213.93,0,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-F253E0,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.21,176.15,1,,No
PKTLC-334057,Male,1,No,No,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.82,1389.67,1,Problem not resolved even after visiting the franchise office twice.,Yes
PKTLC-533064,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),60.87,3908.97,1,Support team was helpful and resolved my issue quickly.,No
PKTLC-785A2E,Male,1,No,No,59,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.0,2962.26,1,Service quality is acceptable but the billing statement is hard to read.,No
PKTLC-A7F23B,Male,1,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,47.05,1680.15,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-111450,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.1,520.09,1,Hidden charges on my bill that were never disclosed during signup.,Yes
PKTLC-A7F72D,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),97.58,6467.51,2,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-C16DC3,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1241.57,0,,No
PKTLC-7D869F,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.99,6358.04,2,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-4551C3,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.59,131.53,1,"4G speed is extremely slow, barely loading pages. Very frustrated.",Yes
PKTLC-DDA238,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.2,815.89,0,Very poor after-sales support. Will seriously consider switching soon.,Yes
PKTLC-A3C1FD,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.59,3466.72,1,Staff was rude and unhelpful when I called to report the problem.,Yes
PKTLC-53F6DF,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,59.12,1294.02,1,,No
PKTLC-DC9398,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.43,1483.05,2,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-BA10A3,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.08,2816.52,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-6BA549,Female,0,No,No,45,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),45.9,1913.31,1,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-595353,Male,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),88.35,3904.04,2,No complaints at the moment. Service is working as expected.,No
PKTLC-FBD44A,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),68.76,3221.57,1,Data rollover feature is very useful. Good value overall.,No
PKTLC-7404CD,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,68.84,794.75,1,Call drops every 5 minutes. Signal strength always shows one bar.,Yes
PKTLC-E67E57,Female,0,Yes,Yes,1,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.81,74.2,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-58CE06,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.26,6557.75,2,Issue was escalated but no follow-up received from the team at all.,No
PKTLC-5EFBEC,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.33,3782.37,1,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-BADE84,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.08,595.54,2,Constantly losing 4G signal and reverting to EDGE. Very disappointing.,Yes
PKTLC-BE8174,Female,1,No,Yes,23,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,45.34,957.98,1,Complaint ticket was closed without resolving the actual underlying issue.,Yes
PKTLC-CFB08E,Male,0,No,Yes,40,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,53.77,2048.63,1,Billing amount has increased without any prior notification.,Yes
PKTLC-92E964,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,58.61,3738.05,1,Support team was helpful and resolved my issue quickly.,No
PKTLC-68AEB6,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,940.41,0,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-880654,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.7,344.29,2,Decent coverage in my city. Occasional slow speed on weekends.,Yes
PKTLC-E89B71,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.26,2266.06,1,I was charged twice for the same bundle this month. Please investigate.,No
PKTLC-83AB4B,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.51,1500.65,1,Price is fair but I wish the app was more user friendly.,Yes
PKTLC-49533E,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,76.63,306.05,2,Network quality is consistently good. No call drops in my area.,No
PKTLC-2A4AA4,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,64.07,1551.09,1,Data speed is fine during the day but slows down during peak evening hours.,No
PKTLC-939CE6,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,52.69,2753.15,1,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-647522,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),76.52,941.76,2,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-BFDA7F,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,68.88,652.4,1,Overcharged for data that I never used this billing cycle.,Yes
PKTLC-9592DD,Male,1,Yes,No,12,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.03,951.06,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-1915A9,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,48.61,2707.38,1,Support team was helpful and resolved my issue quickly.,No
PKTLC-A5B101,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,732.56,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-687203,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,959.33,0,No complaints at the moment. Service is working as expected.,No
PKTLC-6D701B,Male,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.0,464.28,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-BA4264,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.29,648.02,1,Staff was rude and unhelpful when I called to report the problem.,Yes
PKTLC-CC3402,Male,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.53,307.72,0,Support resolved my query within a reasonable amount of time.,No
PKTLC-1426EF,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.14,715.9,1,Invoice received does not match what I was quoted by the sales agent.,Yes
PKTLC-F21B55,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),52.43,1561.56,1,Auto-renewal charged me even after I submitted a cancellation request.,No
PKTLC-8D1F23,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.09,364.23,0,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-95FFC9,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,54.02,493.17,1,Extra charges deducted without my consent. Refund nahi mila abhi tak.,No
PKTLC-E91C24,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.73,1637.28,0,Signal completely disappears during rain. This is not acceptable.,No
PKTLC-A83183,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.19,997.01,0,Invoice received does not match what I was quoted by the sales agent.,Yes
PKTLC-4690A1,Male,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.06,3128.59,1,Data rollover feature is very useful. Good value overall.,No
PKTLC-093B2F,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.89,2444.5,2,,No
PKTLC-286D41,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,80.97,3616.87,2,Refund was promised two weeks ago but has still not been received.,No
PKTLC-6C39F7,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,72.26,2887.19,1,Data speed is fine during the day but slows down during peak evening hours.,No
PKTLC-8D7B0B,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.38,156.49,2,Network is stable but getting complaints resolved takes too long.,No
